"Titular","Fuente","Posteado","Descripcion","Link"
"Oil prices slide as coronavirus lockdown concerns outweigh Suez Canal disruptions","WHTC 1450 Holland","2 days ago","By Sonali Paul MELBOURNE (Reuters) - Oil prices skidded around 2% as fuel demand concerns re-emerged...","https://whtc.com/2021/03/24/oil-prices-slide-as-coronavirus-lockdown-concerns-outweigh-suez-canal-disruptions/"
"Oil’s Recent Sell-Off Could Put Invesco’s ‘DBO’ in an Area of Value","ETF Trends via Yahoo Finance","3 days ago","""Oil came back from a sell-off that investment banks from Goldman Sachs to Morgan Stanley said was...","https://finance.yahoo.com/news/oil-recent-sell-off-could-133133825.html"
"Oil prices slide as coronavirus lockdown concerns outweigh Suez Canal disruptions","Investing.com","20 hours ago","U.S. West Texas Intermediate (WTI) crude CLc1 futures dropped by $1.27, or 2.1%, to $59.91 a barrel,...","https://in.investing.com/news/oil-prices-slide-as-coronavirus-lockdown-concerns-outweigh-suez-canal-disruptions-2660754"
"Oil Inventories Rise by 2.9M Barrels Last Week: API By Investing.com","Investing.com","3 days ago","Oil Inventories Rise by 2.9M Barrels Last Week: API","https://ph.investing.com/news/commodities-news/oil-inventories-rise-by-29m-barrels-last-week-api-368469"
"Oil Inventories Rise by 2.9M Barrels Last Week: API By Investing.com","Investing.com","3 days ago","Oil Inventories Rise by 2.9M Barrels Last Week: API","https://www.investing.com/news/commodities-news/oil-inventories-rise-by-29m-barrels-last-week-api-2455165"
"Oil Inventories Rise by 2.9M Barrels Last Week: API By Investing.com","Investing.com","3 days ago","Oil Inventories Rise by 2.9M Barrels Last Week: API","https://ca.investing.com/news/commodities-news/oil-inventories-rise-by-29m-barrels-last-week-api-2392290"
"Oil Inventories Rise by 2.9M Barrels Last Week: API By Investing.com","Investing.com","3 days ago","Oil Inventories Rise by 2.9M Barrels Last Week: API","https://uk.investing.com/news/commodities-news/oil-inventories-rise-by-29m-barrels-last-week-api-2331069"
"Oil Inventories Rise by 2.9M Barrels Last Week: API By Investing.com","Investing.com","3 days ago","Oil Inventories Rise by 2.9M Barrels Last Week: API","https://au.investing.com/news/commodities-news/oil-inventories-rise-by-29m-barrels-last-week-api-2314753"
"Oil prices slide as coronavirus lockdown concerns outweigh Suez Canal disruptions","KFGO","21 hours ago","By Sonali Paul MELBOURNE (Reuters) - Oil prices skidded around 2% as fuel demand concerns re-emerged...","https://kfgo.com/2021/03/24/oil-prices-slide-as-coronavirus-lockdown-concerns-outweigh-suez-canal-disruptions/"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","Fox Business","4 days ago","Saudi Arabian Oil Co. released its annual financial results a year after the pandemic sent the price...","https://www.foxbusiness.com/markets/oil-giant-saudi-aramco-2020-profits-drop?yptr=yahoo"
"Oil extends losses in post-settlement trade on oversupply worries","Reuters via Yahoo News","3 days ago","Oil prices plunged about 6% on Tuesday, falling even lower in post-settlement trade, as concerns...","https://news.yahoo.com/oil-plunges-more-6-concerns-015700757.html"
"Oil ends higher, but suffers largest weekly loss since October","Morningstar","6 days ago","Oil futures ended higher Friday, for the first time in six sessions, buoyed in part by growing tensions in the Middle East. Prices, however, logged their largest weekly loss ...","https://www.morningstar.com/news/marketwatch/20210319683/oil-ends-higher-but-suffers-largest-weekly-loss-since-october"
"Renewed Lockdowns Send Oil Prices Tumbling","International Business Times","2 days ago","Renewed lockdowns send oil prices tumbling","https://www.ibtimes.com/renewed-lockdowns-send-oil-prices-tumbling-3167344"
"Oil Plunge Deepens With Renewed Lockdowns Clouding Horizon","Bloomberg via Yahoo Finance","2 days ago","U.S. benchmark futures plunged 6.2% on Tuesday, and the oil futures curve collapsed into a structure...","https://finance.yahoo.com/news/oil-edges-lower-near-61-232828711.html"
"Oil rises on bargain-hunting but oversupply fears cap gains By Reuters","Investing.com","2 days ago","Oil rises on bargain-hunting but oversupply fears cap gains","https://ng.investing.com/news/commodities-news/oil-rises-on-bargainhunting-but-oversupply-fears-cap-gains-367176"
"Oil rises on bargain-hunting but oversupply fears cap gains","Investing.com","2 days ago","Oil prices edged higher on Wednesday as investors looked for bargains following the previous day's...","https://in.investing.com/news/oil-rises-on-bargainhunting-but-oversupply-fears-cap-gains-2659003"
"Oil prices slide as coronavirus lockdown concerns outweigh Suez Canal disruptions","WSAU Wausau","2 days ago","By Sonali Paul MELBOURNE (Reuters) - Oil prices skidded around 2% as fuel demand concerns re-emerged...","https://wsau.com/2021/03/24/oil-prices-slide-as-coronavirus-lockdown-concerns-outweigh-suez-canal-disruptions/"
"Oil declines, gold treading water - MarketPulse","MarketPulse","10 hours ago","While the blockage in the Suez Canal and encouraging EIA data are preventing a larger sell-off in oil, concerns over future demand are dominating. Europe tightening lockdown ...","https://www.marketpulse.com/20210325/oil-declines-gold-treading-water/"
"Oil gains more than $3/bbl after Suez Canal ship grounding","Reuters via Yahoo Finance","2 days ago","Oil prices jumped about 6% on Wednesday after a ship ran aground in the Suez Canal, and worries that...","https://finance.yahoo.com/news/oil-rises-bargain-hunting-oversupply-023416000.html"
"Oil ends higher, but suffers largest weekly loss since October","MarketWatch","6 days ago","Oil futures ended higher Friday, for the first time in six sessions, buoyed in part by growing...","https://www.marketwatch.com/story/oil-wobbles-after-thursdays-rout-11616155696?siteid=yhoof2&yptr=yahoo"
"Oil gains more than $3/bbl after Suez Canal ship grounding","Reuters via Yahoo News","2 days ago","Oil prices jumped about 6% on Wednesday after a ship ran aground in the Suez Canal, and worries that...","https://www.yahoo.com/finance/news/oil-rises-bargain-hunting-oversupply-014808475.html"
"Oil prices drop 4% as new lockdowns undermine hopes for economic recovery","Reuters via Yahoo Finance","20 hours ago","Oil prices fell 4% per barrel on Thursday, extending a string of market weakness on renewed...","https://finance.yahoo.com/news/oil-prices-slide-coronavirus-lockdown-015538954.html"
"Oil prices drop 4% as new lockdowns undermine hopes for economic recovery","Reuters via Yahoo Finance","20 hours ago","Oil prices fell 4% per barrel on Thursday, extending a string of market weakness on renewed...","https://finance.yahoo.com/news/oil-prices-slide-coronavirus-lockdown-021300586.html"
"Oil up despite Suez Canal jam, gold steady - MarketPulse","MarketPulse","1 day ago","Oil Crude prices went on a wild ride following incremental updates over a ship stuck in the Suez Canal. Energy traders were trying to get a quick assessment on how long will ...","https://www.marketpulse.com/20210324/oil-despite-suez-canal-jam-gold-steady/"
"Oil claws back after slide, gold steady - MarketPulse","MarketPulse","6 days ago","Oil prices experienced the deepest one-day sell-off since April on Thursday, as rising Covid infections and fresh lockdown restrictions in Europe reminded oil< ...","https://www.marketpulse.com/20210319/oil-claws-back-slide-gold-steady/"
"OIL - Stock quote for OIL INDIA LIMITED - MSN Money","MSN News","1 day ago","View the latest OIL stock quote and chart on MSN Money. Dive deeper with interactive charts and top stories of OIL INDIA LIMITED.","https://www.msn.com/en-us/money/stockdetails/fi-ahj9cw?form=PRHMRQ"
"Oil rises on bargain-hunting but oversupply fears cap gains","KFGO","2 days ago","By Yuka Obayashi TOKYO (Reuters) - Oil prices edged higher on Wednesday as investors looked for...","https://kfgo.com/2021/03/23/oil-rises-on-bargain-hunting-but-oversupply-fears-cap-gains/"
"Oil steadies after sell-off but European lockdowns hurt outlook for demand recovery","Reuters via Yahoo Finance","4 days ago","Oil steadied on Monday as hopes for a pick-up in demand later this year helped arrest last week's...","https://finance.yahoo.com/news/oil-falls-european-lockdowns-douse-015750288.html"
"Oil industry pushes back as Biden administration launches review of federal lands drilling","Reuters via Yahoo News","11 hours ago","(Reuters) -U.S. oil industry and labor representatives were on the hot seat on Thursday as the...","https://news.yahoo.com/biden-launches-oil-drilling-review-111000048.html"
"Oil prices sink 4% as European COVID curbs raise demand worries","Morningstar","2 days ago","Oil futures fell sharply Tuesday, with concerns that renewed lockdowns to combat the coronavirus pandemic in Europe would crimp energy demand helping to send U.S. prices below ...","https://www.morningstar.com/news/marketwatch/20210323290/oil-prices-sink-4-as-european-covid-curbs-raise-demand-worries"
"Oil & Gas Stock Roundup: Chevron's Kitimat Decision, NOV's Subdued Outllook & More","Zacks via Yahoo Finance","1 day ago","It was a week when both oil and natural gas prices settled lower. On the news front, integrated...","https://finance.yahoo.com/news/oil-gas-stock-roundup-chevrons-123912489.html"
"FILE - Wyoming Oil","Homenewshere.com","1 day ago","An oil well is seen east of Casper, Wyo., on Feb. 26, 2021. President Joe Biden's administration is at odds with the petroleum industry in the Rocky...","http://homenewshere.com/national/news/image_d9afb24b-79d8-56a3-bb6f-9ba61d84bfd8.html"
"Oil Falls 6% As Bearish Sentiment Returns","Oilprice.com via Yahoo Finance","2 days ago","As oil markets finally recover, which of the top-tier shale drillers are a buy? - In the EIA’s Reference Case as part of its Annual Energy Outlook, U.S....","https://finance.yahoo.com/news/oil-falls-6-bearish-sentiment-190000569.html"
"Oil falls as European lockdowns douse recovery hopes","Reuters","4 days ago","Oil prices resumed their decline on Monday, falling around 1% as worries about a drop in demand for fuel products in the wake of yet more European...","https://www.reuters.com/article/us-global-oil-idUSKBN2BE05W"
"Oil stops bleeding, gold eases slightly - MarketPulse","MarketPulse","7 days ago","Oil prices suffered a mini-collapse overnight, both Brent crude and WTI falling over 7.0% to USD62.90 and USD59.60 a barrel, respectively. It has initial resistance at USD1755.00 ...","https://www.marketpulse.com/20210319/oil-stops-bleeding-gold-eases-slightly/"
"Oil extends losses in post-settlement trade on oversupply worries","Reuters via Yahoo News","3 days ago","Oil prices plunged about 6% on Tuesday, falling even lower in post-settlement trade, as concerns...","https://www.yahoo.com/finance/news/oil-drops-concerns-european-covid-015700790.html"
"Oil futures finish with a modest climb as traders weigh the latest prospects for energy demand","MarketWatch","3 days ago","Oil futures finished slightly higher on Monday, finding support after hefty losses last week....","https://www.marketwatch.com/story/oil-futures-finish-with-a-modest-climb-as-traders-weigh-the-latest-prospects-for-energy-demand-2021-03-22?siteid=yhoof2&yptr=yahoo"
"Oil slides on Covid fears, gold ranges - MarketPulse","MarketPulse","1 day ago","A souring outlook for the global recovery as Covid-19 fears resurface, and it appears there is still plenty of speculative long positioning out there, contributed to another rout for","https://www.marketpulse.com/20210324/oil-slides-on-covid-fears-gold-ranges/"
"Oil Extends Losses on Rising U.S. Stockpiles as Sell-Off Deepens","Investing.com","2 days ago","Oil Extends Losses on Rising U.S. Stockpiles as Sell-Off Deepens","https://in.investing.com/news/oil-extends-losses-on-rising-us-stockpiles-as-selloff-deepens-2658989"
"Oil - It's All About Seasonality","TheStreet.com","2 days ago","It has been two weeks after OPEC+ surprised the oil market during their monthly meeting by teasing the market they were thinking of raising oil production ...","https://realmoney.thestreet.com/investing/energy/oil-it-s-all-about-seasonality-15603647?puc=yahoo&cm_ven=YAHOO&yptr=yahoo"
"Oil Extends Losses on Rising U.S. Stockpiles as Sell-Off Deepens","Investing.com","2 days ago","Oil Extends Losses on Rising U.S. Stockpiles as Sell-Off Deepens","http://in.investing.com/news/oil-extends-losses-on-rising-us-stockpiles-as-selloff-deepens-2658989"
"Oil Extends Losses on Rising U.S. Stockpiles as Sell-Off Deepens","Investing.com","2 days ago","Oil Extends Losses on Rising U.S. Stockpiles as Sell-Off Deepens","https://za.investing.com/news/oil-extends-losses-on-rising-us-stockpiles-as-selloff-deepens-2280304"
"Oil falls below 60, gold eyes Powell - MarketPulse","MarketPulse","2 days ago","Oil’s bearish momentum picks up Crude has crashed its way through 60.00 as it struggles to find its feet again following last week’s decline. After four months of strong gains ...","https://www.marketpulse.com/20210323/oil-falls-below-60-gold-eyes-powel/"
